mission_id,lat,lon,start,goal,cheb_dist,opt_reachable,opt_energy,opt_steps,mars_rover_ppo_best_success,mars_rover_ppo_best_fail_mode,mars_rover_ppo_best_steps,mars_rover_ppo_best_energy_used,mars_rover_ppo_best_energy_left,mars_rover_ppo_best_hazard_hits,mars_rover_ppo_best_efficiency_pct,mars_rover_ppo_best_extra_steps,mars_rover_ppo_old_success,mars_rover_ppo_old_fail_mode,mars_rover_ppo_old_steps,mars_rover_ppo_old_energy_used,mars_rover_ppo_old_energy_left,mars_rover_ppo_old_hazard_hits,mars_rover_ppo_old_efficiency_pct,mars_rover_ppo_old_extra_steps
1,32.875,-22.004,"[4, 1]","[10, 19]",18,True,37.9,20,True,,18,42.63,57.37,0,88.9,-2,True,,18,44.77,55.23,0,84.7,-2
2,31.337,102.983,"[1, 11]","[17, 1]",16,True,43.11,16,True,,16,44.94,55.06,0,95.9,0,True,,16,44.18,55.82,0,97.6,0
3,39.316,47.399,"[1, 9]","[15, 3]",14,True,29.49,18,True,,15,32.56,67.44,0,90.6,-3,True,,14,35.11,64.89,0,84.0,-4
4,-44.409,-8.746,"[18, 8]","[3, 16]",15,True,34.38,15,True,,15,35.21,64.79,0,97.6,0,True,,15,40.18,59.82,0,85.6,0
5,24.032,-67.548,"[17, 11]","[1, 15]",16,True,28.07,16,True,,16,29.73,70.27,0,94.4,0,True,,16,35.94,64.06,0,78.1,0
6,16.166,19.289,"[1, 11]","[15, 6]",14,True,20.66,15,True,,15,21.49,78.51,0,96.1,0,True,,15,24.8,75.2,0,83.3,0
7,-56.302,-22.782,"[19, 4]","[5, 8]",14,True,37.73,14,True,,21,64.43,35.57,6,58.6,7,True,,14,45.25,54.75,3,83.4,0
8,42.408,-95.782,"[6, 2]","[6, 19]",17,True,35.07,17,True,,17,40.28,59.72,0,87.1,0,True,,17,43.36,56.64,0,80.9,0
9,49.03,71.895,"[9, 5]","[15, 19]",14,True,33.38,14,True,,15,43.7,56.3,0,76.4,1,True,,14,40.77,59.23,0,81.9,0
10,33.45,78.08,"[1, 1]","[8, 18]",17,True,48.87,18,True,,17,55.28,44.72,0,88.4,-1,True,,17,64.4,35.6,0,75.9,-1
11,-5.307,-107.149,"[10, 3]","[9, 17]",14,True,16.66,14,True,,14,16.66,83.34,0,100.0,0,True,,14,19.97,80.03,0,83.4,0
12,31.022,79.007,"[15, 3]","[5, 18]",15,True,27.31,19,True,,19,22.31,77.69,0,100.0,0,True,,16,34.87,65.13,2,78.3,-3
13,9.727,-55.127,"[9, 15]","[1, 1]",14,True,35.07,18,True,,14,49.11,50.89,0,71.4,-4,True,,15,45.43,54.57,0,77.2,-3
14,-1.601,-3.345,"[6, 2]","[12, 18]",16,True,39.8,16,True,,16,48.94,51.06,6,81.3,0,True,,16,46.43,53.57,2,85.7,0
15,-32.374,-166.531,"[19, 6]","[4, 19]",15,True,56.33,15,True,,20,61.11,38.89,0,92.2,5,True,,15,56.74,43.26,0,99.3,0
16,-25.09,5.421,"[5, 8]","[19, 19]",14,True,34.28,14,True,,18,42.63,57.37,1,80.4,4,True,,14,39.77,60.23,2,86.2,0
17,47.001,89.499,"[0, 18]","[18, 4]",18,True,60.67,19,True,,29,67.11,32.89,0,90.4,10,True,,20,65.98,34.02,0,91.9,1
18,-45.269,119.201,"[18, 0]","[3, 4]",15,True,29.49,15,True,,15,30.97,69.03,0,95.2,0,True,,15,37.77,62.23,0,78.1,0
19,-44.181,63.957,"[19, 2]","[5, 10]",14,True,43.11,15,True,,45,87.54,12.46,0,49.2,30,True,,14,46.6,53.4,0,92.5,-1
20,23.311,29.202,"[19, 6]","[2, 9]",17,True,22.49,17,True,,17,22.9,77.1,0,98.2,0,True,,17,28.46,71.54,0,79.0,0
21,19.544,164.024,"[2, 12]","[16, 2]",14,True,35.9,20,True,,19,36.73,63.27,0,97.7,-1,True,,15,41.36,58.64,0,86.8,-5
22,-43.159,-29.119,"[2, 7]","[18, 8]",16,True,38.8,18,True,,16,41.41,58.59,0,93.7,-2,True,,18,55.91,44.09,0,69.4,0
23,18.232,132.297,"[5, 4]","[19, 14]",14,True,22.38,14,True,,14,23.38,76.62,0,95.7,0,True,,14,22.38,77.62,0,100.0,0
24,37.988,-142.1,"[7, 2]","[3, 16]",14,True,16.66,14,True,,14,17.66,82.34,0,94.3,0,True,,14,19.14,80.86,0,87.0,0
25,-22.76,-128.206,"[18, 18]","[11, 3]",15,True,39.04,15,True,,17,44.63,55.37,0,87.5,2,True,,15,45.18,54.82,0,86.4,0
26,-25.834,-124.699,"[1, 16]","[2, 1]",15,True,34.07,15,True,,15,35.8,64.2,0,95.2,0,True,,15,41.18,58.82,0,82.7,0
27,50.981,-144.319,"[15, 12]","[1, 5]",14,True,16.9,14,True,,14,20.14,79.86,0,83.9,0,True,,14,18.56,81.44,0,91.1,0
28,28.187,-107.134,"[11, 1]","[10, 18]",17,True,46.07,17,True,,29,84.64,15.36,0,54.4,12,True,,19,67.05,32.95,4,68.7,2
29,-43.511,165.197,"[18, 18]","[1, 5]",17,True,35.38,21,True,,22,47.28,52.72,1,74.8,1,True,,17,42.6,57.4,2,83.1,-4
30,10.809,-145.782,"[2, 18]","[16, 2]",16,True,47.7,21,True,,24,55.46,44.54,1,86.0,3,True,,16,55.33,44.67,1,86.2,-5
31,-45.948,-148.425,"[18, 15]","[4, 13]",14,True,31.83,14,False,energy_exhausted,72,100.0,0.0,0,,,True,,14,37.36,62.64,1,85.2,0
32,-19.963,143.412,"[3, 11]","[18, 18]",15,True,27.07,17,True,,16,28.73,71.27,0,94.2,-1,True,,15,35.53,64.47,0,76.2,-2
33,33.636,-7.427,"[0, 14]","[16, 19]",16,True,36.97,16,True,,16,37.38,62.62,1,98.9,0,True,,16,47.84,52.16,1,77.3,0
34,-45.783,126.192,"[17, 12]","[2, 2]",15,True,30.56,16,True,,17,34.8,65.2,0,87.8,1,True,,15,35.53,64.47,0,86.0,-1
35,10.591,66.995,"[0, 2]","[13, 19]",17,True,59.08,17,True,,18,61.25,38.75,0,96.5,1,True,,17,65.64,34.36,6,90.0,0
36,19.882,54.045,"[12, 1]","[13, 17]",16,True,42.41,16,True,,16,49.04,50.96,2,86.5,0,True,,16,62.81,37.19,4,67.5,0
37,-56.52,-93.302,"[16, 3]","[0, 18]",16,True,34.56,21,True,,17,40.18,59.82,0,86.0,-4,True,,16,46.25,53.75,0,74.7,-5
38,18.752,-166.981,"[19, 4]","[5, 16]",14,True,42.8,19,True,,19,36.46,63.54,0,100.0,0,True,,14,48.08,51.92,2,89.0,-5
39,-53.132,108.347,"[19, 18]","[2, 15]",17,True,22.56,17,True,,17,28.04,71.96,0,80.4,0,True,,17,29.04,70.96,0,77.7,0
40,23.774,121.673,"[1, 17]","[8, 3]",14,True,45.21,15,True,,18,60.08,39.92,0,75.3,3,True,,14,58.98,41.02,5,76.7,-1
41,28.155,-110.505,"[0, 0]","[4, 17]",17,True,34.14,17,True,,17,34.63,65.37,0,98.6,0,True,,17,38.94,61.06,0,87.7,0
42,25.149,-117.674,"[2, 2]","[19, 2]",17,True,49.0,17,True,,17,49.0,51.0,0,100.0,0,True,,19,67.98,32.02,0,72.1,2
43,-26.631,-70.306,"[2, 18]","[17, 10]",15,True,36.63,15,True,,15,38.04,61.96,0,96.3,0,True,,15,43.43,56.57,0,84.3,0
44,2.433,107.953,"[1, 1]","[17, 16]",16,True,48.67,16,True,,17,51.25,48.75,0,95.0,1,True,,16,50.08,49.92,0,97.2,0
45,-53.332,-78.98,"[18, 0]","[8, 16]",16,True,47.53,16,True,,33,79.57,20.43,4,59.7,17,True,,16,57.74,42.26,2,82.3,0
46,42.786,-45.986,"[16, 15]","[0, 8]",16,True,35.56,18,True,,16,38.21,61.79,0,93.0,-2,True,,16,43.43,56.57,0,81.9,-2
47,-3.681,-125.758,"[6, 3]","[4, 18]",15,True,36.04,15,True,,15,41.21,58.79,2,87.5,0,True,,15,44.01,55.99,2,81.9,0
48,-54.642,-96.173,"[15, 15]","[12, 1]",14,True,15.24,14,True,,14,16.9,83.1,0,90.2,0,True,,14,18.56,81.44,0,82.1,0
49,-16.007,14.23,"[9, 17]","[1, 2]",15,True,47.21,16,True,,17,48.87,51.13,0,96.6,1,True,,15,57.57,42.43,0,82.0,-1
50,27.89,-21.568,"[1, 15]","[12, 1]",14,True,22.38,14,True,,14,25.21,74.79,0,88.8,0,True,,14,25.63,74.37,0,87.3,0
51,6.655,108.742,"[3, 19]","[17, 14]",14,True,46.97,16,True,,15,32.38,67.62,4,100.0,-1,True,,14,52.84,47.16,0,88.9,-2
52,11.426,-38.747,"[19, 14]","[4, 11]",15,True,17.24,15,True,,15,19.31,80.69,0,89.3,0,True,,15,21.8,78.2,0,79.1,0
53,18.413,-72.222,"[3, 3]","[6, 17]",14,True,15.24,14,True,,14,15.24,84.76,0,100.0,0,True,,14,17.73,82.27,0,86.0,0
54,-26.01,22.136,"[2, 0]","[18, 19]",19,True,64.33,20,False,energy_exhausted,44,100.0,0.0,0,,,True,,19,67.23,32.77,3,95.7,-1
55,-47.64,-165.212,"[19, 9]","[5, 10]",14,True,22.9,15,True,,14,30.56,69.44,0,74.9,-1,True,,14,37.77,62.23,0,60.6,-1
56,-22.492,-161.654,"[8, 17]","[3, 0]",17,True,31.31,17,True,,17,31.73,68.27,0,98.7,0,True,,17,39.77,60.23,0,78.7,0
57,0.98,-3.779,"[17, 14]","[3, 3]",14,True,19.38,14,True,,14,20.97,79.03,0,92.4,0,True,,14,22.8,77.2,0,85.0,0
58,-54.315,-130.246,"[0, 18]","[1, 0]",18,True,41.41,18,True,,18,23.41,76.59,0,100.0,0,True,,18,57.91,42.09,0,71.5,0
59,-37.401,-168.738,"[9, 0]","[5, 17]",17,True,29.56,17,True,,17,31.21,68.79,0,94.7,0,True,,18,48.43,51.57,1,61.0,1
60,14.294,-121.412,"[18, 19]","[1, 7]",17,True,34.97,19,True,,21,39.87,60.13,0,87.7,2,True,,19,42.18,57.82,0,82.9,0
61,37.579,-65.376,"[7, 2]","[11, 17]",15,True,16.66,15,True,,15,16.66,83.34,0,100.0,0,True,,15,19.14,80.86,0,87.0,0
62,45.646,13.032,"[19, 16]","[3, 0]",16,True,34.8,20,True,,22,40.63,59.37,1,85.7,2,True,,18,40.94,59.06,2,85.0,-2
63,11.486,-96.739,"[2, 8]","[18, 10]",16,True,41.66,16,True,,16,41.66,58.34,1,100.0,0,True,,16,55.15,44.85,0,75.5,0
64,-58.504,106.57,"[18, 1]","[15, 17]",16,True,47.9,16,True,,17,44.28,55.72,0,100.0,1,True,,16,61.74,38.26,1,77.6,0
65,-12.599,65.729,"[9, 2]","[7, 19]",17,True,40.9,17,True,,18,49.63,50.37,2,82.4,1,True,,20,63.91,36.09,3,64.0,3
66,-38.587,-108.165,"[8, 2]","[15, 18]",16,True,30.56,17,True,,16,35.21,64.79,0,86.8,-1,True,,16,36.87,63.13,0,82.9,-1
67,43.869,107.315,"[8, 14]","[9, 0]",14,True,24.24,14,True,,14,30.97,69.03,0,78.3,0,True,,14,32.28,67.72,0,75.1,0
68,57.507,-44.228,"[18, 6]","[4, 11]",14,True,24.07,14,True,,14,26.14,73.86,0,92.1,0,True,,14,30.28,69.72,0,79.5,0
69,-48.363,124.487,"[9, 3]","[2, 17]",14,True,35.8,14,True,,14,39.94,60.06,0,89.6,0,True,,14,41.36,58.64,0,86.6,0
70,10.107,84.647,"[16, 8]","[2, 15]",14,True,21.31,14,True,,14,22.14,77.86,0,96.3,0,True,,14,23.97,76.03,0,88.9,0
71,32.682,-105.547,"[12, 18]","[8, 2]",16,True,31.66,16,True,,56,72.73,27.27,2,43.5,40,True,,16,41.01,58.99,2,77.2,0
72,47.535,-143.858,"[17, 14]","[2, 17]",15,True,45.9,15,True,,15,45.9,54.1,0,100.0,0,True,,15,60.81,39.19,0,75.5,0
73,44.949,-57.844,"[16, 19]","[2, 3]",16,True,61.5,17,True,,24,59.7,40.3,0,100.0,7,True,,16,62.57,37.43,0,98.3,-1
74,6.53,-105.222,"[3, 5]","[17, 0]",14,True,44.46,14,True,,16,54.36,45.64,5,81.8,2,True,,15,55.33,44.67,3,80.4,1
75,-45.726,150.065,"[0, 6]","[18, 12]",18,True,52.46,18,True,,19,59.63,40.37,4,88.0,1,True,,18,57.98,42.02,4,90.5,0
76,-4.198,-35.838,"[16, 19]","[2, 16]",14,True,16.66,14,True,,14,20.14,79.86,0,82.7,0,True,,14,20.8,79.2,0,80.1,0
77,28.994,-11.247,"[16, 3]","[16, 18]",15,True,29.0,15,True,,15,30.9,69.1,0,93.9,0,True,,15,34.7,65.3,0,83.6,0
78,-19.034,-161.962,"[18, 6]","[1, 15]",17,True,42.97,23,True,,22,51.28,48.72,0,83.8,-1,True,,17,59.4,40.6,0,72.3,-6
79,14.725,90.302,"[11, 19]","[5, 5]",14,True,23.73,14,True,,15,31.21,68.79,0,76.0,1,True,,14,32.7,67.3,0,72.6,0
80,-52.552,-15.026,"[1, 13]","[19, 16]",18,True,39.66,18,True,,19,42.28,57.72,1,93.8,1,True,,18,53.33,46.67,0,74.4,0
81,-55.17,-18.132,"[17, 11]","[2, 14]",15,True,45.31,15,True,,16,46.49,53.51,0,97.5,1,True,,15,61.98,38.02,4,73.1,0
82,1.072,146.551,"[18, 13]","[3, 2]",15,True,26.56,18,True,,38,61.43,38.57,0,43.2,20,True,,15,41.6,58.4,0,63.8,-3
83,-26.982,-130.084,"[18, 18]","[14, 4]",14,True,37.14,14,True,,14,41.87,58.13,0,88.7,0,True,,14,46.01,53.99,0,80.7,0
84,5.049,72.501,"[16, 4]","[8, 18]",14,True,28.46,14,True,,17,34.04,65.96,0,83.6,3,True,,14,38.53,61.47,0,73.9,0
85,50.865,123.596,"[18, 19]","[0, 14]",18,True,58.24,20,True,,20,24.66,75.34,0,100.0,0,True,,18,75.54,24.46,6,77.1,-2
86,31.76,94.532,"[5, 17]","[11, 3]",14,True,27.8,14,True,,14,27.8,72.2,0,100.0,0,True,,14,28.63,71.37,0,97.1,0
87,-59.099,-58.993,"[9, 19]","[5, 3]",16,True,48.9,18,True,,17,49.28,50.72,0,99.2,-1,True,,16,62.23,37.77,0,78.6,-2
88,-41.524,-27.792,"[5, 19]","[12, 1]",18,True,28.14,18,True,,21,32.38,67.62,0,86.9,3,True,,18,32.7,67.3,0,86.1,0
89,-43.44,104.666,"[15, 13]","[0, 19]",15,True,46.63,15,True,,15,47.87,52.13,1,97.4,0,True,,15,57.15,42.85,0,81.6,0
90,59.931,5.925,"[5, 2]","[11, 17]",15,True,30.9,15,True,,15,32.97,67.03,0,93.7,0,True,,15,35.94,64.06,0,86.0,0
91,-48.469,-124.731,"[1, 8]","[17, 15]",16,True,33.21,17,True,,16,36.46,63.54,0,91.1,-1,True,,16,37.36,62.64,0,88.9,-1
92,-55.819,54.813,"[0, 2]","[1, 17]",15,True,44.41,15,True,,15,36.24,63.76,0,100.0,0,True,,17,75.3,24.7,6,59.0,2
93,38.775,14.019,"[9, 16]","[0, 1]",15,True,42.53,17,True,,19,50.63,49.37,0,84.0,2,True,,16,52.25,47.75,2,81.4,-1
94,-12.662,85.607,"[3, 8]","[18, 7]",15,True,33.14,15,True,,15,34.49,65.51,0,96.1,0,True,,15,41.6,58.4,0,79.7,0
95,45.01,171.214,"[19, 17]","[9, 3]",14,True,31.38,19,True,,18,38.46,61.54,0,81.6,-1,True,,14,49.5,50.5,0,63.4,-5
96,-33.504,56.187,"[0, 11]","[14, 11]",14,True,34.04,14,True,,15,35.73,64.27,0,95.3,1,True,,15,37.28,62.72,0,91.3,1
97,39.426,75.792,"[15, 3]","[16, 17]",14,True,36.14,15,True,,14,28.38,71.62,0,100.0,-1,True,,14,41.36,58.64,0,87.4,-1
98,-3.605,-8.607,"[16, 18]","[9, 1]",17,True,41.38,17,True,,18,43.21,56.79,0,95.8,1,True,,17,49.5,50.5,0,83.6,0
99,-34.179,30.878,"[0, 4]","[17, 1]",17,True,43.49,17,True,,17,44.31,55.69,0,98.1,0,True,,17,55.15,44.85,0,78.8,0
100,-35.162,-27.816,"[16, 17]","[0, 18]",16,True,40.24,16,True,,17,43.73,56.27,1,92.0,1,True,,17,53.33,46.67,1,75.5,1
101,-48.02,-141.335,"[8, 2]","[3, 17]",15,True,20.24,17,True,,17,21.66,78.34,0,93.5,0,True,,16,25.8,74.2,0,78.5,-1
102,30.513,115.131,"[1, 11]","[18, 16]",17,True,40.28,17,True,,17,45.53,54.47,0,88.5,0,True,,17,46.84,53.16,0,86.0,0
103,-39.559,172.308,"[5, 19]","[19, 7]",14,True,27.49,22,True,,21,37.56,62.44,0,73.2,-1,True,,14,35.11,64.89,1,78.3,-8
104,-12.297,30.511,"[4, 3]","[19, 2]",15,True,34.87,15,True,,15,37.83,62.17,0,92.2,0,True,,15,37.53,62.47,0,92.9,0
105,43.937,32.159,"[5, 9]","[19, 11]",14,True,32.73,14,True,,15,39.7,60.3,1,82.4,1,True,,14,38.77,61.23,2,84.4,0
106,-4.582,57.151,"[19, 6]","[1, 7]",18,True,26.24,18,True,,18,29.97,70.03,0,87.6,0,True,,18,34.11,65.89,0,76.9,0
107,-48.643,-120.217,"[19, 1]","[13, 18]",17,True,31.21,17,True,,17,32.14,67.86,0,97.1,0,True,,17,40.6,59.4,0,76.9,0
108,-12.902,152.604,"[18, 11]","[1, 0]",17,True,40.46,18,True,,17,42.7,57.3,0,94.7,-1,True,,17,47.25,52.75,0,85.6,-1
109,29.215,126.772,"[9, 0]","[11, 15]",15,True,34.31,15,True,,15,38.21,61.79,0,89.8,0,True,,17,41.36,58.64,0,83.0,2
110,-20.314,136.355,"[1, 19]","[15, 17]",14,True,40.07,14,True,,14,17.66,82.34,0,100.0,0,True,,14,50.67,49.33,0,79.1,0
111,-37.487,33.938,"[2, 2]","[7, 16]",14,True,57.97,15,True,,15,67.91,32.09,11,85.4,0,True,,16,70.98,29.02,11,81.7,1
112,-2.188,23.181,"[14, 17]","[1, 0]",17,True,49.46,25,True,,20,67.23,32.77,0,73.6,-5,True,,17,59.15,40.85,0,83.6,-8
113,2.455,-13.077,"[3, 1]","[10, 18]",17,True,26.31,22,True,,18,39.28,60.72,0,67.0,-4,True,,17,36.11,63.89,0,72.9,-5
114,-11.401,111.229,"[8, 19]","[4, 1]",18,True,26.49,18,True,,18,28.56,71.44,0,92.7,0,True,,18,34.11,65.89,0,77.6,0
115,18.2,133.707,"[9, 19]","[13, 0]",19,True,36.66,19,True,,19,41.87,58.13,2,87.5,0,True,,19,44.01,55.99,0,83.3,0
116,24.696,-71.365,"[10, 18]","[7, 0]",18,True,27.73,22,False,energy_exhausted,76,100.0,0.0,0,,,True,,19,42.18,57.82,0,65.7,-3
117,52.305,121.491,"[0, 16]","[18, 3]",18,True,46.56,27,True,,23,65.01,34.99,3,71.6,-4,True,,18,72.71,27.29,4,64.0,-9
118,4.188,149.668,"[3, 19]","[3, 1]",18,True,38.07,18,False,energy_exhausted,94,100.0,0.0,0,,,True,,18,50.91,49.09,1,74.8,0
119,44.076,74.824,"[19, 17]","[4, 19]",15,True,32.31,15,True,,15,19.24,80.76,0,100.0,0,True,,15,37.53,62.47,0,86.1,0
120,24.581,-6.142,"[17, 4]","[5, 19]",15,True,20.56,16,True,,21,23.49,76.51,0,87.5,5,True,,15,21.38,78.62,0,96.1,-1
121,-33.755,5.672,"[14, 18]","[15, 3]",15,True,37.41,15,True,,16,44.04,55.96,2,85.0,1,True,,15,47.01,52.99,2,79.6,0
122,-47.123,-0.847,"[14, 1]","[16, 16]",15,True,26.31,15,True,,15,28.73,71.27,0,91.6,0,True,,15,31.46,68.54,0,83.7,0
123,17.782,101.433,"[11, 2]","[1, 19]",17,True,33.38,22,True,,32,68.08,31.92,0,49.0,10,True,,18,43.36,56.64,0,77.0,-4
124,-41.469,-108.84,"[4, 16]","[19, 5]",15,True,33.63,16,True,,15,34.04,65.96,1,98.8,-1,True,,15,37.36,62.64,1,90.0,-1
125,49.594,-129.58,"[5, 13]","[19, 16]",14,True,47.11,14,True,,14,49.73,50.27,7,94.7,0,True,,14,51.91,48.09,3,90.8,0
126,-31.769,-80.565,"[6, 19]","[11, 5]",14,True,16.9,14,True,,16,18.07,81.93,0,93.5,2,True,,14,17.73,82.27,0,95.3,0
127,-8.405,-24.294,"[7, 19]","[17, 0]",19,True,45.11,19,True,,20,49.18,50.82,0,91.7,1,True,,19,52.91,47.09,0,85.3,0
128,-35.04,6.809,"[14, 16]","[15, 1]",15,True,22.66,15,True,,15,24.66,75.34,0,91.9,0,True,,15,26.63,73.37,0,85.1,0
129,-12.572,88.947,"[1, 4]","[19, 14]",18,True,37.73,19,True,,21,54.04,45.96,1,69.8,2,True,,18,55.67,44.33,5,67.8,-1
130,30.549,-144.796,"[1, 3]","[15, 12]",14,True,52.6,16,True,,22,66.25,33.75,2,79.4,6,True,,14,60.4,39.6,3,87.1,-2
131,33.949,-104.064,"[10, 1]","[17, 17]",16,True,47.14,17,True,,22,70.11,29.89,4,67.2,5,True,,16,60.98,39.02,4,77.3,-1
132,-23.304,42.81,"[2, 14]","[19, 8]",17,True,45.97,17,True,,18,47.56,52.44,0,96.7,1,True,,17,55.91,44.09,0,82.2,0
133,45.201,9.885,"[19, 14]","[0, 16]",19,True,45.56,19,True,,19,46.9,53.1,0,97.1,0,True,,19,56.33,43.67,0,80.9,0
134,29.922,-76.372,"[8, 18]","[17, 1]",17,True,27.31,24,True,,22,33.38,66.62,0,81.8,-2,True,,18,49.84,50.16,2,54.8,-6
135,29.965,-87.259,"[8, 0]","[6, 19]",19,True,32.9,19,True,,19,38.87,61.13,0,84.6,0,True,,19,50.25,49.75,1,65.5,0
136,25.202,48.802,"[0, 17]","[16, 16]",16,True,32.8,16,True,,16,35.63,64.37,0,92.1,0,True,,16,40.36,59.64,1,81.3,0
137,-18.052,28.299,"[2, 2]","[5, 19]",17,True,28.56,17,True,,19,35.14,64.86,0,81.3,2,True,,17,35.7,64.3,0,80.0,0
138,48.347,151.883,"[1, 19]","[1, 1]",18,True,41.24,18,True,,19,53.11,46.89,0,77.7,1,True,,18,59.57,40.43,0,69.2,0
139,-44.095,117.812,"[12, 17]","[17, 1]",16,True,22.31,16,True,,16,23.14,76.86,0,96.4,0,True,,16,25.63,74.37,0,87.1,0
140,31.803,-69.24,"[19, 11]","[4, 5]",15,True,17.49,15,True,,15,17.49,82.51,0,100.0,0,True,,15,19.97,80.03,0,87.6,0
141,6.514,43.87,"[0, 15]","[19, 9]",19,True,44.21,19,True,,19,51.84,48.16,0,85.3,0,True,,19,53.91,46.09,0,82.0,0
142,-0.097,43.099,"[19, 14]","[2, 1]",17,True,55.08,17,True,,25,81.98,18.02,5,67.2,8,True,,17,60.98,39.02,2,90.3,0
143,1.882,-6.627,"[19, 3]","[2, 18]",17,True,61.18,21,True,,23,60.84,39.16,3,100.0,2,True,,18,65.64,34.36,2,93.2,-3
144,-39.916,45.59,"[3, 4]","[4, 18]",14,True,33.49,14,True,,14,34.56,65.44,0,96.9,0,True,,14,39.36,60.64,0,85.1,0
145,0.025,92.194,"[8, 18]","[6, 4]",14,True,31.83,14,True,,14,33.73,66.27,0,94.4,0,True,,14,41.6,58.4,0,76.5,0
146,3.425,119.821,"[4, 6]","[18, 8]",14,True,24.07,14,True,,15,24.66,75.34,0,97.6,1,True,,14,29.87,70.13,0,80.6,0
147,58.275,174.617,"[19, 5]","[0, 6]",19,True,38.31,19,True,,27,51.31,48.69,3,74.7,8,True,,19,48.67,51.33,1,78.7,0
148,5.674,21.88,"[19, 11]","[3, 0]",16,True,54.36,17,True,,17,56.6,43.4,3,96.0,0,True,,16,60.4,39.6,3,90.0,-1
149,-22.037,-116.279,"[16, 13]","[2, 14]",14,True,21.49,14,True,,15,23.07,76.93,0,93.1,1,True,,14,27.63,72.37,0,77.8,0
150,11.931,163.133,"[8, 4]","[12, 18]",14,True,29.73,15,True,,15,34.8,65.2,0,85.4,0,True,,14,36.53,63.47,0,81.4,-1
151,-57.857,152.986,"[10, 19]","[10, 0]",19,True,39.83,19,True,,19,39.83,60.17,0,100.0,0,True,,19,59.15,40.85,0,67.3,0
152,31.562,169.273,"[12, 19]","[10, 3]",16,True,24.49,16,True,,16,28.21,71.79,0,86.8,0,True,,16,26.63,73.37,0,92.0,0
153,-49.392,62.71,"[0, 16]","[14, 10]",14,True,33.97,14,True,,17,39.21,60.79,0,86.6,3,True,,14,38.11,61.89,0,89.1,0
154,41.128,-19.3,"[3, 2]","[7, 17]",15,True,30.97,15,True,,16,33.63,66.37,0,92.1,1,True,,15,40.36,59.64,0,76.7,0
155,-1.288,-129.01,"[15, 16]","[0, 7]",15,True,37.38,16,True,,16,40.46,59.54,0,92.4,0,True,,16,43.6,56.4,0,85.7,0
156,3.653,33.666,"[16, 18]","[6, 0]",18,True,25.31,20,True,,21,27.56,72.44,0,91.9,1,True,,18,29.04,70.96,0,87.2,-2
157,12.165,94.984,"[19, 19]","[14, 0]",19,True,37.73,23,True,,20,40.21,59.79,0,93.8,-3,True,,19,49.25,50.75,0,76.6,-4
158,-6.607,16.916,"[1, 19]","[3, 0]",19,True,45.31,19,True,,19,31.9,68.1,0,100.0,0,True,,19,62.57,37.43,1,72.4,0
159,-5.699,123.356,"[15, 10]","[0, 1]",15,True,53.28,16,True,,16,55.94,44.06,3,95.3,0,True,,15,60.98,39.02,4,87.4,-1
160,-9.161,154.838,"[18, 19]","[4, 3]",16,True,31.63,17,True,,18,28.63,71.37,0,100.0,1,True,,16,33.11,66.89,1,95.5,-1
161,-23.832,-168.815,"[2, 10]","[16, 10]",14,True,22.49,14,True,,15,24.49,75.51,0,91.8,1,True,,14,33.7,66.3,0,66.7,0
162,-38.651,40.719,"[6, 0]","[1, 18]",18,True,61.28,18,True,,23,78.08,21.92,4,78.5,5,True,,23,83.54,16.46,4,73.4,5
163,-28.251,-165.758,"[0, 10]","[15, 10]",15,True,30.31,15,True,,15,31.31,68.69,0,96.8,0,True,,16,37.7,62.3,0,80.4,1
164,-22.25,98.618,"[15, 6]","[1, 18]",14,True,50.84,14,True,,17,55.18,44.82,1,92.1,3,True,,15,57.15,42.85,1,89.0,1
165,-48.679,177.937,"[8, 15]","[0, 1]",14,True,45.53,14,True,,16,42.04,57.96,0,100.0,2,True,,14,53.74,46.26,1,84.7,0
166,18.748,-167.695,"[19, 5]","[13, 19]",14,True,25.49,17,True,,16,34.9,65.1,0,73.0,-1,True,,14,29.87,70.13,0,85.3,-3
167,34.167,168.333,"[11, 16]","[3, 2]",14,True,20.73,14,True,,15,21.73,78.27,0,95.4,1,True,,14,24.04,75.96,0,86.2,0
168,3.175,-118.808,"[7, 2]","[7, 18]",16,True,32.97,16,True,,16,35.97,64.03,0,91.7,0,True,,16,41.36,58.64,0,79.7,0
169,47.367,-113.049,"[15, 18]","[18, 1]",17,True,57.49,17,True,,17,60.7,39.3,6,94.7,0,True,,17,77.78,22.22,6,73.9,0
170,-46.318,154.668,"[8, 1]","[15, 18]",17,True,46.38,17,True,,18,50.04,49.96,0,92.7,1,True,,17,55.5,44.5,0,83.6,0
171,29.822,135.456,"[2, 18]","[18, 15]",16,True,48.31,16,True,,17,29.73,70.27,0,100.0,1,True,,18,69.88,30.12,0,69.1,2
172,-52.954,-25.524,"[16, 9]","[0, 1]",16,True,51.46,16,True,,18,56.46,43.54,4,91.1,2,True,,16,61.4,38.6,4,83.8,0
173,7.441,-134.437,"[14, 15]","[0, 10]",14,True,38.31,20,True,,14,42.38,57.62,0,90.4,-6,True,,14,51.91,48.09,0,73.8,-6
174,26.812,132.97,"[10, 17]","[0, 0]",17,True,27.31,19,True,,25,40.21,59.79,0,67.9,6,True,,17,34.11,65.89,1,80.1,-2
