mission_id,lat,lon,start,goal,cheb_dist,opt_reachable,opt_energy,opt_steps,mars_rover_ppo_best_success,mars_rover_ppo_best_fail_mode,mars_rover_ppo_best_steps,mars_rover_ppo_best_energy_used,mars_rover_ppo_best_energy_left,mars_rover_ppo_best_hazard_hits,mars_rover_ppo_best_efficiency_pct,mars_rover_ppo_best_extra_steps,mars_rover_ppo_old_success,mars_rover_ppo_old_fail_mode,mars_rover_ppo_old_steps,mars_rover_ppo_old_energy_used,mars_rover_ppo_old_energy_left,mars_rover_ppo_old_hazard_hits,mars_rover_ppo_old_efficiency_pct,mars_rover_ppo_old_extra_steps
349,55.1,139.565,"[1, 4]","[17, 0]",16,True,48.73,16,True,,16,45.04,54.96,1,100.0,0,True,,16,61.4,38.6,3,79.4,0
350,-11.43,128.425,"[0, 17]","[18, 3]",18,True,49.97,24,True,,23,61.08,38.92,4,81.8,-1,True,,18,63.81,36.19,7,78.3,-6
351,49.175,-102.1,"[19, 10]","[5, 13]",14,True,27.07,14,True,,14,29.14,70.86,0,92.9,0,True,,14,33.28,66.72,0,81.3,0
352,-3.386,76.99,"[15, 18]","[0, 12]",15,True,42.38,17,True,,17,47.04,52.96,0,90.1,0,True,,15,50.5,49.5,0,83.9,-2
353,2.443,107.294,"[0, 17]","[15, 7]",15,True,57.18,16,True,,20,63.46,36.54,0,90.1,4,True,,17,65.91,34.09,3,86.8,1
354,38.909,18.299,"[18, 2]","[12, 18]",16,True,35.04,16,True,,16,37.63,62.37,0,93.1,0,True,,18,53.84,46.16,0,65.1,2
355,-51.886,-9.34,"[0, 16]","[13, 1]",15,True,34.56,20,True,,20,42.36,57.64,0,81.6,0,True,,15,36.94,63.06,0,93.5,-5
356,-57.812,-171.019,"[17, 2]","[0, 2]",17,True,39.24,17,True,,19,47.94,52.06,1,81.9,2,True,,17,47.67,52.33,0,82.3,0
357,8.226,-95.654,"[0, 5]","[17, 2]",17,True,43.38,19,True,,18,46.38,53.62,0,93.5,-1,True,,18,52.25,47.75,0,83.0,-1
358,1.445,-120.372,"[18, 11]","[4, 3]",14,True,45.28,14,True,,15,47.36,52.64,1,95.6,1,True,,14,52.33,47.67,0,86.5,0
359,26.831,-109.713,"[14, 17]","[4, 0]",17,True,65.43,17,True,,21,74.18,25.82,3,88.2,4,True,,17,76.54,23.46,6,85.5,0
360,2.64,-64.762,"[16, 14]","[2, 11]",14,True,21.97,14,True,,14,22.9,77.1,0,95.9,0,True,,14,29.87,70.13,0,73.6,0
361,-35.878,93.706,"[7, 17]","[15, 3]",14,True,36.63,15,True,,18,42.11,57.89,1,87.0,3,True,,14,39.77,60.23,2,92.1,-1
362,-15.446,-161.178,"[16, 16]","[2, 7]",14,True,47.04,15,True,,16,49.04,50.96,3,95.9,1,True,,14,55.74,44.26,3,84.4,-1
363,9.1,24.25,"[6, 0]","[14, 16]",16,True,22.73,16,True,,16,23.14,76.86,0,98.2,0,True,,16,24.8,75.2,0,91.6,0
364,-9.491,-30.688,"[19, 19]","[17, 4]",15,True,43.24,15,True,,15,41.24,58.76,0,100.0,0,True,,15,58.57,41.43,0,73.8,0
365,48.674,-79.698,"[18, 9]","[2, 13]",16,True,39.97,17,True,,18,45.04,54.96,0,88.7,1,True,,16,53.91,46.09,0,74.1,-1
366,4.358,-94.379,"[4, 19]","[14, 2]",17,True,51.46,18,True,,20,60.84,39.16,0,84.6,2,True,,17,64.23,35.77,3,80.1,-1
367,-27.433,-51.265,"[19, 9]","[0, 9]",19,True,46.83,19,True,,20,52.63,47.37,0,89.0,1,True,,20,62.4,37.6,0,75.0,1
368,42.743,97.401,"[17, 17]","[19, 2]",15,True,40.24,15,True,,15,19.66,80.34,0,100.0,0,True,,15,52.67,47.33,0,76.4,0
369,-46.288,-71.885,"[0, 14]","[19, 13]",19,True,42.9,21,False,energy_exhausted,57,100.0,0.0,0,,,True,,19,54.91,45.09,2,78.1,-2
370,-31.876,18.273,"[18, 0]","[3, 0]",15,True,15.0,15,True,,15,16.66,83.34,0,90.1,0,True,,15,19.97,80.03,0,75.1,0
371,58.759,-2.35,"[14, 19]","[4, 5]",14,True,46.21,17,True,,20,41.73,58.27,0,100.0,3,True,,14,52.5,47.5,3,88.0,-3
372,27.085,-77.847,"[7, 0]","[7, 14]",14,True,31.24,14,True,,14,33.97,66.03,0,92.0,0,True,,14,41.01,58.99,0,76.2,0
373,58.817,-92.655,"[0, 5]","[17, 16]",17,True,55.53,19,True,,17,66.08,33.92,3,84.0,-2,True,,17,73.3,26.7,4,75.8,-2
374,-40.752,57.81,"[19, 15]","[4, 0]",15,True,56.94,21,True,,21,58.84,41.16,0,96.8,0,True,,16,62.4,37.6,4,91.3,-5
375,6.451,27.316,"[6, 16]","[18, 1]",15,True,19.97,15,True,,15,19.97,80.03,0,100.0,0,True,,15,19.97,80.03,0,100.0,0
376,-1.293,-152.881,"[19, 14]","[0, 4]",19,True,31.8,19,True,,19,33.21,66.79,0,95.7,0,True,,19,35.7,64.3,0,89.1,0
377,-34.639,172.095,"[18, 6]","[0, 7]",18,True,31.9,18,True,,19,34.14,65.86,0,93.4,1,True,,18,40.6,59.4,0,78.6,0
378,14.77,152.285,"[14, 2]","[2, 19]",17,True,41.53,17,True,,19,43.28,56.72,0,95.9,2,True,,19,52.91,47.09,0,78.5,2
379,43.697,-70.688,"[5, 4]","[12, 18]",14,True,18.73,14,True,,15,22.14,77.86,0,84.6,1,True,,14,19.14,80.86,0,97.8,0
380,16.631,143.856,"[17, 6]","[1, 13]",16,True,49.04,16,True,,21,58.6,41.4,0,83.7,5,True,,16,61.81,38.19,0,79.3,0
381,-38.898,-100.466,"[6, 5]","[11, 19]",14,True,40.14,14,True,,15,46.28,53.72,0,86.7,1,True,,15,64.98,35.02,5,61.8,1
382,50.208,-102.573,"[8, 17]","[2, 2]",15,True,35.56,15,True,,15,38.04,61.96,0,93.5,0,True,,15,40.77,59.23,0,87.2,0
383,8.916,-123.957,"[14, 1]","[15, 17]",16,True,24.9,16,True,,22,34.97,65.03,1,71.2,6,True,,16,29.28,70.72,1,85.0,0
384,53.294,-163.238,"[0, 9]","[14, 4]",14,True,16.07,14,True,,14,16.07,83.93,0,100.0,0,True,,14,19.97,80.03,0,80.5,0
385,27.242,127.63,"[1, 12]","[15, 8]",14,True,28.9,14,True,,14,30.97,69.03,2,93.3,0,True,,14,33.7,66.3,2,85.8,0
386,-22.025,149.807,"[7, 17]","[18, 2]",15,True,41.94,15,True,,20,46.8,53.2,3,89.6,5,True,,15,42.18,57.82,2,99.4,0
387,-36.399,10.728,"[8, 1]","[18, 18]",17,True,54.87,19,False,energy_exhausted,90,100.0,0.0,0,,,True,,17,75.64,24.36,10,72.5,-2
388,0.199,1.352,"[18, 18]","[4, 11]",14,True,50.46,15,True,,19,41.97,58.03,0,100.0,4,True,,14,58.98,41.02,2,85.5,-1
389,56.034,132.486,"[15, 5]","[18, 19]",14,True,30.07,14,True,,15,31.97,68.03,1,94.1,1,True,,14,36.7,63.3,1,81.9,0
390,-22.1,-114.676,"[19, 8]","[5, 8]",14,True,38.83,14,True,,14,38.83,61.17,2,100.0,0,True,,14,53.74,46.26,1,72.3,0
391,-38.529,-30.965,"[1, 16]","[6, 2]",14,True,38.97,15,True,,14,40.97,59.03,0,95.1,-1,True,,14,44.18,55.82,0,88.2,-1
392,-49.591,161.846,"[16, 10]","[2, 17]",14,True,44.97,15,True,,15,46.21,53.79,1,97.3,0,True,,14,56.15,43.85,1,80.1,-1
393,-27.427,99.069,"[4, 8]","[18, 12]",14,True,43.97,14,True,,15,46.8,53.2,3,94.0,1,True,,14,55.15,44.85,4,79.7,0
394,-7.99,-91.967,"[16, 2]","[2, 13]",14,True,48.43,14,True,,14,49.84,50.16,0,97.2,0,True,,14,50.67,49.33,0,95.6,0
395,-12.74,179.897,"[1, 4]","[19, 10]",18,True,38.14,21,True,,20,39.87,60.13,1,95.7,-1,True,,18,43.77,56.23,1,87.1,-3
396,46.655,105.262,"[17, 3]","[17, 17]",14,True,41.9,14,True,,35,68.91,31.09,1,60.8,21,True,,15,52.91,47.09,2,79.2,1
397,25.22,25.979,"[6, 17]","[10, 2]",15,True,34.31,16,True,,17,41.8,58.2,0,82.1,1,True,,15,48.67,51.33,0,70.5,-1
398,21.899,-101.984,"[0, 7]","[18, 18]",18,True,39.97,21,True,,23,41.46,58.54,0,96.4,2,True,,18,47.43,52.57,0,84.3,-3
399,-21.122,113.365,"[7, 17]","[7, 1]",16,True,35.83,16,True,,16,37.24,62.76,0,96.2,0,True,,16,49.5,50.5,0,72.4,0
400,11.426,174.175,"[12, 4]","[17, 19]",15,True,17.07,15,True,,15,17.07,82.93,0,100.0,0,True,,15,19.56,80.44,0,87.3,0
401,-32.666,-94.794,"[2, 18]","[15, 4]",14,True,29.97,18,True,,15,33.28,66.72,0,90.0,-3,True,,14,33.53,66.47,0,89.4,-4
402,-22.711,-122.176,"[4, 18]","[5, 2]",16,True,32.8,16,True,,17,34.63,65.37,2,94.7,1,True,,16,36.7,63.3,2,89.4,0
403,-59.175,127.78,"[1, 4]","[19, 14]",18,True,65.18,18,True,,22,71.21,28.79,2,91.5,4,True,,18,80.61,19.39,5,80.9,0
404,-36.364,-75.145,"[2, 0]","[17, 17]",17,True,29.9,25,True,,23,38.8,61.2,0,77.1,-2,True,,17,48.67,51.33,0,61.4,-8
405,-54.429,8.926,"[7, 17]","[15, 3]",14,True,41.04,14,True,,14,41.04,58.96,0,100.0,0,True,,14,47.84,52.16,0,85.8,0
406,46.142,94.676,"[8, 4]","[3, 19]",15,True,37.9,16,True,,15,44.18,55.82,0,85.8,-1,True,,15,44.36,55.64,0,85.4,-1
407,-32.442,119.029,"[19, 3]","[12, 19]",16,True,32.38,16,True,,18,33.73,66.27,0,96.0,2,True,,16,35.53,64.47,1,91.2,0
408,-32.937,-28.192,"[19, 12]","[0, 7]",19,True,40.31,19,True,,19,41.14,58.86,1,98.0,0,True,,19,46.84,53.16,1,86.1,0
409,-26.85,1.144,"[4, 9]","[18, 10]",14,True,43.9,14,True,,14,47.53,52.47,0,92.4,0,True,,14,56.15,43.85,0,78.2,0
410,58.118,-99.604,"[2, 6]","[18, 14]",16,True,34.38,17,True,,16,42.28,57.72,0,81.3,-1,True,,16,44.43,55.57,0,77.4,-1
411,-39.065,29.286,"[17, 18]","[1, 8]",16,True,44.87,16,True,,16,46.11,53.89,0,97.3,0,True,,16,53.91,46.09,0,83.2,0
412,34.071,-30.127,"[16, 8]","[0, 15]",16,True,19.9,16,True,,17,23.31,76.69,0,85.4,1,True,,16,27.04,72.96,0,73.6,0
413,-18.76,-48.831,"[0, 13]","[18, 12]",18,True,38.97,20,True,,18,42.56,57.44,1,91.6,-2,True,,19,53.08,46.92,1,73.4,-1
414,39.351,130.257,"[1, 2]","[0, 18]",16,True,18.07,16,True,,16,18.07,81.93,0,100.0,0,True,,16,22.8,77.2,0,79.3,0
415,12.176,96.013,"[3, 5]","[18, 3]",15,True,15.83,15,True,,15,15.83,84.17,0,100.0,0,True,,15,19.97,80.03,0,79.3,0
416,-33.66,-8.009,"[14, 12]","[0, 11]",14,True,42.83,14,True,,14,43.24,56.76,3,99.0,0,True,,14,58.98,41.02,3,72.6,0
417,-21.724,154.593,"[1, 17]","[15, 9]",14,True,25.97,19,True,,15,33.28,66.72,0,78.0,-4,True,,15,36.11,63.89,0,71.9,-4
418,47.315,-80.351,"[14, 16]","[18, 0]",16,True,29.9,16,True,,16,31.97,68.03,0,93.5,0,True,,16,36.28,63.72,0,82.4,0
419,-39.073,-162.542,"[0, 10]","[19, 10]",19,True,30.56,20,True,,19,38.21,61.79,0,80.0,-1,True,,19,36.36,63.64,0,84.0,-1
420,18.947,-41.432,"[6, 1]","[2, 17]",16,True,41.46,21,True,,17,49.46,50.54,0,83.8,-4,True,,18,48.25,51.75,0,85.9,-3
421,-57.282,10.971,"[19, 1]","[6, 18]",17,True,62.91,17,True,,18,65.08,34.92,3,96.7,1,True,,19,73.88,26.12,3,85.2,2
422,-51.245,-153.655,"[18, 2]","[1, 0]",17,True,45.24,17,True,,17,23.49,76.51,0,100.0,0,True,,17,59.98,40.02,3,75.4,0
423,-36.843,-95.079,"[19, 16]","[0, 18]",19,True,43.73,19,True,,21,52.36,47.64,0,83.5,2,True,,19,61.4,38.6,0,71.2,0
424,-11.287,-34.19,"[5, 2]","[19, 5]",14,True,36.73,15,True,,15,39.97,60.03,0,91.9,0,True,,15,43.6,56.4,0,84.2,0
425,-23.287,-85.933,"[10, 2]","[13, 16]",14,True,20.66,14,True,,14,21.24,78.76,0,97.2,0,True,,14,24.21,75.79,0,85.3,0
426,-2.483,-157.63,"[8, 3]","[17, 17]",14,True,51.49,22,True,,19,58.7,41.3,4,87.7,-3,True,,14,60.57,39.43,4,85.0,-8
427,-15.784,-162.094,"[19, 19]","[3, 7]",16,True,28.04,16,True,,16,28.04,71.96,1,100.0,0,True,,16,28.04,71.96,1,100.0,0
428,-36.033,-139.577,"[5, 19]","[12, 4]",15,True,41.46,15,False,energy_exhausted,89,100.0,0.0,0,,,True,,15,48.08,51.92,0,86.2,0
429,-28.525,-146.679,"[0, 19]","[11, 5]",14,True,31.56,16,True,,15,32.38,67.62,1,97.4,-1,True,,14,33.7,66.3,1,93.6,-2
430,-37.928,-78.564,"[19, 6]","[5, 12]",14,True,44.21,14,True,,15,45.97,54.03,0,96.2,1,True,,14,55.15,44.85,0,80.2,0
431,-18.597,-37.419,"[10, 0]","[1, 18]",18,True,28.14,19,True,,20,30.38,69.62,0,92.6,1,True,,18,40.94,59.06,0,68.7,-1
432,-11.174,-61.868,"[17, 17]","[7, 0]",17,True,27.73,22,True,,23,37.7,62.3,0,73.6,1,True,,18,37.77,62.23,0,73.4,-4
433,-42.567,-127.3,"[16, 2]","[15, 18]",16,True,36.31,16,True,,16,36.56,63.44,0,99.3,0,True,,17,41.94,58.06,0,86.6,1
434,46.14,162.66,"[11, 2]","[9, 19]",17,True,41.49,17,True,,17,44.46,55.54,0,93.3,0,True,,17,49.84,50.16,0,83.2,0
435,-56.374,35.041,"[16, 19]","[0, 9]",16,True,46.28,17,True,,19,44.53,55.47,0,100.0,2,True,,16,52.5,47.5,0,88.2,-1
436,-7.952,-31.808,"[17, 5]","[2, 15]",15,True,40.97,18,True,,22,48.53,51.47,0,84.4,4,True,,15,49.08,50.92,1,83.5,-3
437,-20.256,-112.056,"[6, 0]","[2, 19]",19,True,42.49,19,True,,20,39.63,60.37,0,100.0,1,True,,21,55.91,44.09,0,76.0,2
438,-42.27,-52.773,"[15, 15]","[0, 0]",15,True,60.08,17,False,energy_exhausted,65,100.0,0.0,0,,,True,,15,63.64,36.36,4,94.4,-2
439,51.897,52.556,"[0, 18]","[15, 3]",15,True,55.36,20,True,,19,55.84,44.16,3,99.1,-1,True,,16,62.81,37.19,5,88.1,-4
440,-44.5,112.275,"[5, 19]","[9, 5]",14,True,42.28,15,True,,14,44.56,55.44,5,94.9,-1,True,,14,45.01,54.99,2,93.9,-1
441,39.198,-53.265,"[0, 2]","[15, 14]",15,True,46.73,21,True,,21,45.28,54.72,0,100.0,0,True,,15,71.71,28.29,8,65.2,-6
442,-53.376,111.517,"[12, 18]","[15, 4]",14,True,17.9,14,True,,14,18.49,81.51,0,96.8,0,True,,14,19.14,80.86,0,93.5,0
443,21.947,-133.815,"[18, 4]","[1, 9]",17,True,56.8,17,True,,17,59.7,40.3,2,95.1,0,True,,17,72.12,27.88,2,78.8,0
444,8.772,179.591,"[15, 0]","[1, 0]",14,True,30.9,14,False,energy_exhausted,82,100.0,0.0,0,,,True,,14,32.87,67.13,2,94.0,0
445,-17.956,-48.184,"[15, 17]","[16, 2]",15,True,35.97,15,True,,15,39.8,60.2,0,90.4,0,True,,16,45.01,54.99,0,79.9,1
446,-10.547,88.519,"[17, 15]","[3, 11]",14,True,33.07,14,True,,14,33.56,66.44,0,98.6,0,True,,14,40.77,59.23,1,81.1,0
447,-47.863,13.387,"[7, 2]","[4, 19]",17,True,22.31,17,True,,17,22.49,77.51,0,99.2,0,True,,17,27.46,72.54,0,81.3,0
448,-38.875,-110.613,"[1, 5]","[17, 18]",16,True,56.77,18,True,,19,59.36,40.64,0,95.6,1,True,,28,79.78,20.22,3,71.2,10
449,-23.238,-108.656,"[2, 19]","[17, 16]",15,True,17.24,15,True,,15,17.24,82.76,0,100.0,0,True,,15,20.97,79.03,0,82.2,0
450,-18.823,122.915,"[18, 18]","[15, 4]",14,True,35.31,17,True,,16,37.38,62.62,1,94.5,-1,True,,14,60.4,39.6,5,58.5,-3
451,19.472,-123.781,"[14, 3]","[11, 17]",14,True,24.24,14,True,,14,26.56,73.44,0,91.3,0,True,,15,33.28,66.72,0,72.8,1
452,-42.236,-173.25,"[16, 6]","[0, 2]",16,True,29.38,16,True,,16,30.8,69.2,0,95.4,0,True,,16,34.53,65.47,0,85.1,0
453,57.868,63.626,"[18, 11]","[4, 12]",14,True,32.56,14,True,,14,32.97,67.03,0,98.7,0,True,,14,36.53,63.47,0,89.1,0
454,49.831,-31.06,"[12, 0]","[9, 14]",14,True,27.14,15,True,,14,28.8,71.2,0,94.2,-1,True,,14,32.11,67.89,0,84.5,-1
455,-25.573,54.614,"[19, 8]","[3, 1]",16,True,50.11,16,True,,18,51.8,48.2,2,96.7,2,True,,16,56.91,43.09,4,88.1,0
456,-46.414,60.73,"[19, 8]","[5, 3]",14,True,42.97,14,True,,14,43.63,56.37,0,98.5,0,True,,14,51.08,48.92,0,84.1,0
457,46.006,-19.836,"[0, 4]","[19, 13]",19,True,49.63,19,True,,23,56.38,43.62,1,88.0,4,True,,19,58.5,41.5,2,84.8,0
458,-29.143,141.08,"[19, 15]","[2, 17]",17,True,40.9,17,True,,17,45.87,54.13,0,89.2,0,True,,17,58.98,41.02,0,69.3,0
459,5.477,-141.996,"[3, 2]","[11, 18]",16,True,41.28,16,True,,16,43.53,56.47,0,94.8,0,True,,16,47.43,52.57,0,87.0,0
460,42.491,-160.662,"[6, 16]","[0, 1]",15,True,36.97,15,True,,15,33.63,66.37,0,100.0,0,True,,15,40.94,59.06,0,90.3,0
461,-52.406,93.096,"[2, 1]","[19, 2]",17,True,45.07,17,True,,17,46.56,53.44,0,96.8,0,True,,17,60.57,39.43,0,74.4,0
462,31.606,-156.832,"[6, 1]","[13, 17]",16,True,21.31,16,True,,18,24.31,75.69,0,87.7,2,True,,16,24.21,75.79,0,88.0,0
463,36.054,137.363,"[15, 3]","[9, 19]",16,True,43.56,17,True,,19,52.87,47.13,1,82.4,2,True,,16,56.33,43.67,2,77.3,-1
464,13.529,60.493,"[0, 3]","[18, 19]",18,True,69.7,24,False,energy_exhausted,33,100.0,0.0,2,,,True,,18,73.54,26.46,5,94.8,-6
465,56.238,168.269,"[13, 1]","[4, 18]",17,True,24.14,18,True,,19,25.73,74.27,0,93.8,1,True,,17,28.87,71.13,0,83.6,-1
466,29.358,155.457,"[17, 15]","[2, 12]",15,True,19.07,15,True,,15,21.14,78.86,0,90.2,0,True,,15,22.8,77.2,0,83.6,0
467,2.325,146.614,"[7, 1]","[6, 15]",14,True,18.07,14,True,,14,18.24,81.76,0,99.1,0,True,,14,20.97,79.03,0,86.2,0
468,1.651,-153.11,"[17, 9]","[1, 3]",16,True,38.07,18,True,,18,45.04,54.96,0,84.5,0,True,,17,47.43,52.57,0,80.3,-1
469,-14.761,-60.183,"[14, 18]","[17, 4]",14,True,26.9,14,True,,14,29.97,70.03,0,89.8,0,True,,14,34.94,65.06,0,77.0,0
470,-47.987,102.722,"[2, 0]","[19, 5]",17,True,52.56,17,True,,21,59.14,40.86,2,88.9,4,True,,17,63.4,36.6,2,82.9,0
471,-54.799,115.481,"[0, 14]","[19, 5]",19,True,37.73,19,True,,19,40.04,59.96,0,94.2,0,True,,19,45.25,54.75,0,83.4,0
472,-22.613,-99.54,"[14, 16]","[19, 1]",15,True,45.97,15,True,,15,50.46,49.54,3,91.1,0,True,,15,60.57,39.43,3,75.9,0
473,55.977,31.865,"[10, 0]","[13, 15]",15,True,29.97,15,True,,16,30.56,69.44,0,98.1,1,True,,15,34.53,65.47,0,86.8,0
474,-46.008,122.68,"[4, 16]","[10, 0]",16,True,60.53,16,False,energy_exhausted,45,100.0,0.0,0,,,True,,16,69.64,30.36,9,86.9,0
475,-43.396,107.217,"[14, 19]","[11, 2]",17,True,45.49,17,True,,18,47.21,52.79,0,96.3,1,True,,17,55.15,44.85,0,82.5,0
476,3.481,-81.875,"[2, 14]","[16, 6]",14,True,38.04,14,True,,17,43.46,56.54,1,87.5,3,True,,14,43.6,56.4,1,87.3,0
477,7.379,-119.052,"[12, 17]","[4, 0]",17,True,51.53,17,True,,17,52.87,47.13,0,97.5,0,True,,17,62.4,37.6,0,82.6,0
478,59.095,-90.799,"[15, 2]","[7, 16]",14,True,34.8,14,True,,14,35.63,64.37,0,97.7,0,True,,14,36.46,63.54,0,95.5,0
479,-55.527,-84.891,"[18, 6]","[4, 9]",14,True,42.9,14,True,,15,47.63,52.37,1,90.1,1,True,,14,55.33,44.67,3,77.5,0
480,-5.045,-163.591,"[16, 10]","[1, 1]",15,True,37.8,16,True,,16,42.94,57.06,2,88.0,0,True,,15,43.01,56.99,2,87.9,-1
481,20.167,-68.809,"[17, 0]","[1, 3]",16,True,21.07,16,True,,16,21.49,78.51,0,98.1,0,True,,16,26.04,73.96,0,80.9,0
482,-0.293,-68.255,"[19, 13]","[4, 4]",15,True,48.7,15,True,,16,54.6,45.4,2,89.2,1,True,,15,55.74,44.26,1,87.4,0
483,32.736,-76.868,"[3, 19]","[13, 4]",15,True,27.04,15,True,,15,29.04,70.96,0,93.1,0,True,,15,29.87,70.13,0,90.5,0
484,30.684,-55.817,"[16, 3]","[0, 13]",16,True,41.7,16,True,,17,42.46,57.54,0,98.2,1,True,,16,46.67,53.33,0,89.3,0
485,0.104,14.123,"[19, 11]","[1, 7]",18,True,56.14,18,True,,18,58.63,41.37,0,95.8,0,True,,18,73.54,26.46,0,76.3,0
486,9.681,113.735,"[18, 0]","[3, 12]",15,True,29.14,19,True,,20,42.46,57.54,0,68.6,1,True,,16,42.77,57.23,0,68.1,-3
487,-45.542,-158.88,"[14, 2]","[12, 17]",15,True,22.07,15,True,,21,48.01,51.99,0,46.0,6,True,,15,34.94,65.06,0,63.2,0
488,40.636,133.591,"[11, 18]","[4, 3]",15,True,30.8,15,True,,15,33.04,66.96,0,93.2,0,True,,15,35.53,64.47,0,86.7,0
489,-15.765,-15.845,"[1, 16]","[15, 4]",14,True,24.63,14,True,,14,25.63,74.37,0,96.1,0,True,,14,24.63,75.37,0,100.0,0
490,-56.68,-166.239,"[6, 18]","[1, 1]",17,True,52.7,19,True,,17,57.6,42.4,1,91.5,-2,True,,17,70.71,29.29,1,74.5,-2
491,-58.458,-114.124,"[17, 1]","[2, 17]",16,True,33.28,17,True,,17,34.11,65.89,1,97.6,0,True,,16,33.53,66.47,1,99.3,-1
492,-36.973,-168.099,"[18, 1]","[13, 16]",15,True,22.56,17,True,,17,25.14,74.86,0,89.7,0,True,,15,24.8,75.2,0,91.0,-2
493,-1.007,-93.057,"[17, 6]","[0, 14]",17,True,20.31,17,True,,19,21.49,78.51,0,94.5,2,True,,17,24.21,75.79,0,83.9,0
494,-52.038,-138.067,"[4, 19]","[0, 2]",17,True,45.18,17,True,,18,31.31,68.69,0,100.0,1,True,,17,57.57,42.43,0,78.5,0
495,-15.874,36.116,"[9, 5]","[4, 19]",14,True,27.97,14,True,,14,27.97,72.03,0,100.0,0,True,,14,33.28,66.72,0,84.0,0
496,-10.61,94.562,"[10, 17]","[9, 0]",17,True,40.66,17,True,,37,63.7,36.3,0,63.8,20,True,,17,47.84,52.16,0,85.0,0
497,-53.287,-48.822,"[19, 1]","[4, 6]",15,True,41.73,15,True,,15,46.11,53.89,1,90.5,0,True,,15,52.5,47.5,1,79.5,0
498,-30.602,-178.049,"[18, 10]","[0, 2]",18,True,25.14,18,True,,18,25.14,74.86,0,100.0,0,True,,18,27.63,72.37,0,91.0,0
499,-25.5,50.828,"[5, 19]","[13, 3]",16,True,59.21,21,False,energy_exhausted,91,100.0,0.0,0,,,True,,16,76.37,23.63,8,77.5,-5
500,-38.018,-19.787,"[3, 7]","[18, 5]",15,True,36.24,15,True,,15,39.14,60.86,1,92.6,0,True,,16,46.01,53.99,2,78.8,1
501,-9.298,-145.069,"[5, 0]","[6, 18]",18,True,21.83,19,True,,18,22.9,77.1,0,95.3,-1,True,,18,27.87,72.13,0,78.3,-1
502,22.72,22.265,"[18, 6]","[3, 11]",15,True,32.9,15,True,,15,33.97,66.03,0,96.8,0,True,,15,45.43,54.57,0,72.4,0
503,46.989,54.857,"[19, 6]","[0, 13]",19,True,58.46,19,True,,19,59.04,40.96,0,99.0,0,True,,19,70.88,29.12,0,82.5,0
504,57.718,-27.087,"[0, 0]","[19, 10]",19,True,56.53,19,True,,24,72.67,27.33,0,77.8,5,True,,19,80.95,19.05,5,69.8,0
505,37.366,57.804,"[0, 16]","[4, 2]",14,True,44.14,14,True,,14,44.14,55.86,0,100.0,0,True,,15,47.43,52.57,0,93.1,1
506,-36.619,-5.051,"[18, 0]","[2, 16]",16,True,65.05,16,True,,16,65.05,34.95,0,100.0,0,True,,18,67.64,32.36,0,96.2,2
507,-56.121,89.994,"[17, 9]","[3, 6]",14,True,37.63,19,True,,15,41.9,58.1,1,89.8,-4,True,,14,58.57,41.43,3,64.2,-5
508,-5.73,-23.85,"[19, 12]","[0, 3]",19,True,33.56,19,True,,20,37.04,62.96,0,90.6,1,False,energy_exhausted,40,100.0,0.0,0,,
509,-55.535,105.008,"[1, 17]","[8, 2]",15,True,44.56,17,True,,17,49.56,50.44,0,89.9,0,True,,15,57.98,42.02,0,76.8,-2
510,-53.483,73.594,"[3, 1]","[3, 16]",15,True,33.0,15,True,,15,35.31,64.69,0,93.4,0,True,,15,43.43,56.57,1,76.0,0
511,-55.52,-169.895,"[16, 9]","[1, 4]",15,True,22.9,15,True,,15,24.8,75.2,0,92.3,0,True,,15,25.63,74.37,0,89.4,0
512,11.246,-170.706,"[1, 0]","[7, 14]",14,True,21.56,14,True,,14,23.31,76.69,0,92.5,0,True,,14,23.8,76.2,0,90.6,0
513,-34.78,56.31,"[19, 16]","[3, 11]",16,True,38.31,16,True,,16,43.21,56.79,0,88.7,0,True,,16,51.91,48.09,0,73.8,0
514,0.56,168.68,"[15, 5]","[8, 19]",14,True,21.49,16,True,,16,19.49,80.51,0,100.0,0,True,,14,24.63,75.37,0,87.2,-2
515,-35.469,-0.153,"[0, 19]","[17, 3]",17,True,49.8,24,True,,26,75.25,24.75,3,66.2,2,True,,19,71.47,28.53,6,69.7,-5
516,23.023,2.099,"[19, 4]","[4, 7]",15,True,44.24,16,True,,16,48.46,51.54,2,91.3,0,True,,15,55.15,44.85,1,80.2,-1
517,43.829,-140.435,"[2, 10]","[16, 9]",14,True,24.31,16,True,,16,26.9,73.1,0,90.4,0,True,,14,26.63,73.37,0,91.3,-2
518,-18.216,50.187,"[9, 17]","[5, 1]",16,True,24.9,16,True,,16,27.97,72.03,0,89.0,0,True,,16,28.87,71.13,0,86.2,0
519,56.8,73.374,"[12, 3]","[3, 17]",14,True,30.04,14,True,,16,32.38,67.62,2,92.8,2,True,,16,36.53,63.47,2,82.2,2
520,-26.914,-133.784,"[18, 19]","[7, 4]",15,True,34.38,18,True,,19,36.46,63.54,0,94.3,1,True,,17,37.11,62.89,0,92.6,-1
521,-43.602,45.368,"[19, 6]","[3, 2]",16,True,40.31,16,True,,16,42.36,57.64,0,95.2,0,True,,16,48.25,51.75,0,83.5,0
